City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,conselheiro pena,-19.1722,-41.4722,301.71,69,31,1.55,BR,1679252581
368,kiama,-34.6833,150.8667,295.58,87,99,0.89,AU,1679252582
369,xiaoweizhai,26.1903,107.5125,282.62,99,100,0.66,CN,1679252583
370,ballina,-28.8667,153.5667,293.71,96,9,2.89,AU,1679252584
371,navirai,-23.065,-54.1906,299.88,77,95,1.43,BR,1679252295
372,san clemente,33.427,-117.612,291.84,76,100,1.34,US,1679252585
373,mandera,3.9366,41.867,306.09,41,27,1.47,KE,1679252586
374,bongandanga,1.5,21.05,293.48,99,63,1.05,CD,1679252587
375,husavik,66.0449,-17.3389,263.78,71,100,1.48,IS,1679252588
376,malim,7.452,123.4312,299.14,81,79,4.88,PH,1679252588
377,cururupu,-1.8283,-44.8683,299.93,88,99,0.69,BR,1679252589
378,mehrabpur,28.1085,68.0254,295.55,48,0,2.76,PK,1679252464
379,catalina,32.5056,-110.9211,291.6,30,100,4.52,US,1679252590
380,turka,49.1541,23.0297,278.59,78,99,1.91,UA,1679252591
381,pella,59.7775,30.8181,276.18,99,100,2.27,RU,1679252592
382,mahon,39.8885,4.2658,285.46,87,20,3.6,ES,1679252592
383,nattarasankottai,9.8667,78.5667,301.42,68,82,4.61,IN,1679252593
384,tazmalt,36.3868,4.3989,286.73,80,100,2.57,DZ,1679252594
385,dandong,40.1292,124.3947,276.08,59,2,1.58,CN,1679252595
386,mehamn,71.0357,27.8492,272.12,93,75,6.69,NO,1679252512
387,chopan,24.5167,83.0333,294.5,67,99,2.6,IN,1679252596
388,prince george,53.9166,-122.753,277.94,61,0,3.09,CA,1679252318
389,virginia beach,36.8529,-75.978,282.06,43,20,6.17,US,1679252467
390,vikhorevka,56.1201,101.1636,274.92,92,100,4.36,RU,1679252598
391,pangnirtung,66.1451,-65.7125,250.15,77,75,5.14,CA,1679252599
392,impfondo,1.6381,18.0667,294.59,94,100,1.28,CG,1679252540
393,vanimo,-2.6741,141.3028,297.85,91,69,1.44,PG,1679252601
394,kavieng,-2.5744,150.7967,300.11,80,15,3.78,PG,1679252602
395,abu samrah,35.3029,37.1841,283.01,85,95,4.21,SY,1679252605
396,san cristobal,7.7669,-72.225,298.25,51,79,1.72,VE,1679252447
397,taltal,-25.4,-70.4833,295.21,71,33,2.07,CL,1679252426
398,bluefield,37.2698,-81.2223,272.81,51,5,0.89,US,1679252405
399,waddan,29.1614,16.139,294.61,22,99,9.3,LY,1679252608
400,formosa,-26.1775,-58.1781,308.14,45,75,4.12,AR,1679252608
401,port keats,-14.25,129.55,298.53,81,100,2.17,AU,1679252609
402,zheleznodorozhnyy,55.7503,38.0042,273.38,97,34,1.37,RU,1679252610
403,gorele,41.0308,39.0031,282.48,95,100,3.1,TR,1679252611
404,te anau,-45.4167,167.7167,287.42,88,100,2.73,NZ,1679252611
405,sol-iletsk,51.1631,54.9918,269.53,82,28,6.64,RU,1679252612
406,akonolinga,3.7667,12.25,294.27,92,100,0.86,CM,1679252613
407,keningau,5.3378,116.1602,295.6,98,97,1.1,MY,1679252614
408,manuk mangkaw,4.8,119.85,301.27,75,96,4.05,PH,1679252343
409,camocim,-2.9022,-40.8411,299.27,85,100,4.25,BR,1679252615
410,senador jose porfirio,-2.5908,-51.9542,304.07,46,5,0.72,BR,1679252616
411,balkanabat,39.5108,54.3671,289.75,46,74,3.44,TM,1679252616
412,fare,-16.7,-151.0167,300.86,71,93,4.52,PF,1679252617
413,mareeba,-17.0,145.4333,295.55,91,56,0.93,AU,1679252618
414,lar,26.2039,83.9717,293.41,79,100,3.93,IN,1679252618
415,verkhnyaya inta,65.9811,60.3094,270.02,91,100,12.21,RU,1679252619
416,bonavista,48.6499,-53.1147,275.05,98,100,8.57,CA,1679252619
417,yeppoon,-23.1333,150.7333,296.03,76,96,6.36,AU,1679252620
418,vestmanna,62.1564,-7.1664,275.66,81,75,5.14,FO,1679252621
419,ilulissat,69.2167,-51.1,270.16,54,75,0.51,GL,1679252622
420,san jeronimo,-11.9472,-75.2829,288.45,62,56,3.59,PE,1679252622
421,mahibadhoo,3.7833,72.9667,300.91,73,100,1.8,MV,1679252623
422,gimli,50.6336,-96.9907,266.16,63,100,7.2,CA,1679252431
423,luebo,-5.35,21.4167,294.12,84,100,0.6,CD,1679252624
424,la ronge,55.1001,-105.2842,262.29,57,0,4.12,CA,1679252431
425,axim,4.8699,-2.2405,300.62,80,29,4.14,GH,1679252626
426,yeniseysk,58.4497,92.1703,254.96,91,100,5.26,RU,1679252480
427,makakilo city,21.3469,-158.0858,298.71,82,80,4.14,US,1679252462
428,shubarkuduk,49.1447,56.4872,272.81,80,63,7.35,KZ,1679252628
429,inyonga,-6.7167,32.0667,291.39,95,100,1.74,TZ,1679252629
430,jalu,29.0331,21.5482,290.36,34,17,1.87,LY,1679252387
431,alofi,-19.0595,-169.9187,299.09,94,40,1.03,NU,1679252630
432,port hardy,50.6996,-127.4199,282.25,66,100,1.54,CA,1679252631
433,kot samaba,28.5522,70.4684,290.86,71,0,1.72,PK,1679252631
434,sungaipenuh,-2.0833,101.3833,291.25,97,92,1.26,ID,1679252632
435,saint-joseph,-21.3667,55.6167,299.36,82,100,1.72,RE,1679252632
436,bosaso,11.2842,49.1816,299.84,77,100,1.99,SO,1679252633
437,ueno,34.75,136.1333,278.95,56,5,0.47,JP,1679252634
438,urbino,43.7298,12.6356,284.38,84,100,1.35,IT,1679252634
439,svobodnyy,51.4,128.1333,269.87,99,100,1.76,RU,1679252635
440,karratha,-20.7377,116.8463,303.23,55,5,4.31,AU,1679252532
441,bull savanna,17.8868,-77.5902,300.3,61,0,7.37,JM,1679252636
442,khandbari,27.3747,87.2039,288.12,80,100,0.07,NP,1679252636
443,saint michael,45.21,-93.665,274.2,52,0,5.66,US,1679252637
444,bastrop,32.7562,-91.8724,281.31,38,0,5.14,US,1679252438
445,vestmannaeyjar,63.4427,-20.2734,276.7,65,40,5.14,IS,1679252638
446,saint-georges,12.0564,-61.7485,302.97,62,20,10.29,GD,1679252639
447,raudeberg,61.9875,5.1352,276.52,19,100,1.15,NO,1679252640
448,arcos de la frontera,36.7508,-5.8106,290.5,64,4,2.89,ES,1679252641
449,bud,39.447,-86.1758,275.64,49,0,4.33,US,1679252641
450,otradnoye,59.7775,30.8181,276.18,99,100,2.27,RU,1679252642
451,barnala,30.3833,75.55,291.87,54,100,1.18,IN,1679252643
452,puerto madero,14.7208,-92.4215,305.26,62,40,5.14,MX,1679252643
453,egvekinot,66.3167,-179.1667,264.06,97,100,3.92,RU,1679252645
454,poya,-21.35,165.15,296.06,86,0,2.52,NC,1679252646
455,shimoda,34.6667,138.95,280.43,64,72,1.42,JP,1679252498
456,roma,43.2128,-75.4557,272.25,65,100,8.75,US,1679252636
457,tsurugi,36.45,136.6333,273.05,57,0,1.57,JP,1679252647
458,zhenhai,24.2582,118.0905,288.53,91,100,3.6,CN,1679252648
459,general pico,-35.6566,-63.7568,301.02,45,16,3.78,AR,1679252649
460,puerto escondido,15.85,-97.0667,303.61,70,40,4.63,MX,1679252650
461,dneprovskaya,45.6236,38.8081,285.25,74,100,3.83,RU,1679252651
462,nanakuli,21.3906,-158.1547,299.51,73,40,1.54,US,1679252652
463,sakakah,29.9697,40.2064,290.91,32,0,1.88,SA,1679252653
464,sunbury,-37.5833,144.7333,288.03,87,100,5.66,AU,1679252654
465,prince rupert,54.3161,-130.3201,278.98,87,100,2.06,CA,1679252655
466,maxixe,-23.8597,35.3472,299.05,78,20,2.87,MZ,1679252655
467,kastamonu,41.5,33.6667,277.38,92,100,2.15,TR,1679252656
468,dan khun thot,15.2085,101.7714,299.28,65,13,3.82,TH,1679252656
469,kavaratti,10.5669,72.642,301.17,61,4,3.81,IN,1679252657
470,nouadhibou,20.931,-17.0347,293.14,73,0,8.23,MR,1679252658
471,buala,-8.145,159.5921,299.16,83,20,1.71,SB,1679252658
472,sairang,23.8,92.6667,291.13,98,100,0.68,IN,1679252659
473,hyvinkaa,60.6333,24.8667,274.22,91,34,0.45,FI,1679252660
474,ayan,56.45,138.1667,262.16,59,12,7.14,RU,1679252660
475,chikwawa,-16.0335,34.8009,296.48,95,100,0.93,MW,1679252661
476,werda,-25.2667,23.2833,299.41,20,100,4.28,BW,1679252662
477,nishihara,26.1842,127.7558,292.75,78,75,3.6,JP,1679252663
478,varkaus,62.3153,27.873,273.88,95,100,1.41,FI,1679252663
479,yerbogachen,61.2767,108.0108,254.69,95,100,5.58,RU,1679252664
480,yumen,40.2833,97.2,278.88,35,3,4.44,CN,1679252665
481,balabac,7.9868,117.0645,299.85,82,100,6.49,PH,1679252666
482,tynda,55.1667,124.7167,269.22,96,100,0.83,RU,1679252666
483,serra talhada,-7.9919,-38.2983,304.08,41,79,3.75,BR,1679252667
484,post falls,47.718,-116.9516,283.18,49,0,6.69,US,1679252648
485,juba,4.8517,31.5825,302.39,42,79,0.85,SS,1679252668
486,khash,28.2211,61.2158,292.04,26,88,2.38,IR,1679252669
487,palm desert,33.7222,-116.3745,297.26,29,40,2.06,US,1679252670
488,batagay,67.6333,134.6333,246.92,100,100,1.47,RU,1679252670
489,laguna,38.421,-121.4238,285.96,89,100,7.72,US,1679252671
490,boa vista,2.8197,-60.6733,306.14,40,75,4.63,BR,1679252672
491,sao gabriel da cachoeira,-0.1303,-67.0892,297.04,88,40,2.06,BR,1679252673
492,bellinzona,46.1928,9.017,286.07,62,75,1.34,CH,1679252674
493,mwandiga,-4.83,29.6581,295.81,94,40,0.0,TZ,1679252675
494,kutum,14.2,24.6667,297.98,13,24,3.63,SD,1679252676
495,zhezkazgan,47.8043,67.7144,268.54,72,100,9.74,KZ,1679252677
496,sauk rapids,45.5919,-94.1661,274.05,50,0,7.72,US,1679252677
497,soyo,-6.1349,12.3689,299.87,78,96,1.92,AO,1679252678
498,winsum,53.33,6.5208,283.7,85,25,4.05,NL,1679252679
499,tual,-5.6667,132.75,301.0,73,94,1.17,ID,1679252679
500,hurghada,27.2574,33.8129,294.17,37,0,6.69,EG,1679252594
501,palana,59.1167,159.9667,262.41,93,100,3.4,RU,1679252680
502,jiutai,44.1525,125.8328,275.34,30,6,5.11,CN,1679252681
503,zhob,31.3411,69.4481,288.72,64,0,0.52,PK,1679252682
504,sabha,27.0377,14.4283,298.17,17,17,7.31,LY,1679252683
505,wiang sa,8.6359,99.3666,296.09,89,96,0.92,TH,1679252684
506,teknaf,20.8624,92.3058,295.1,83,100,1.3,BD,1679252685
507,antigonish,45.6169,-61.9986,280.45,45,58,2.68,CA,1679252431
508,port macquarie,-31.4333,152.9167,291.42,90,12,4.63,AU,1679252461
509,moengo,5.6167,-54.4,303.51,47,18,3.58,SR,1679252686
510,qasigiannguit,68.8193,-51.1922,270.29,82,100,0.6,GL,1679252687
511,buenavista,8.9769,125.4089,296.08,93,49,2.13,PH,1679252688
512,kurilsk,45.2333,147.8833,274.74,65,59,8.28,RU,1679252688
513,lompoc,34.6391,-120.4579,287.51,76,100,6.26,US,1679252670
514,awjilah,29.1081,21.2869,290.44,34,58,2.07,LY,1679252689
515,ariquemes,-9.9133,-63.0408,300.37,75,100,2.72,BR,1679252690
516,ipixuna,-1.7625,-48.8043,300.49,81,34,2.39,BR,1679252691
517,mogwase,-25.185,27.2665,297.3,28,0,1.81,ZA,1679252483
518,tabas,33.5959,56.9244,293.97,22,39,2.55,IR,1679252692
519,aberdeen,57.1437,-2.0981,281.59,81,100,4.12,GB,1679252452
520,carauari,-4.8828,-66.8958,303.65,64,100,0.95,BR,1679252693
521,tabory,58.5198,64.5495,269.04,77,100,4.33,RU,1679252694
522,moron,-34.6534,-58.6198,308.16,59,42,1.77,AR,1679252624
523,marsabit,2.3284,37.9899,296.82,47,100,2.32,KE,1679252695
524,road town,18.4167,-64.6167,300.17,65,40,6.17,VG,1679252696
525,sao filipe,14.8961,-24.4956,297.14,68,4,7.02,CV,1679252698
526,snezhnogorsk,69.1933,33.2531,264.03,88,100,3.79,RU,1679252701
527,yamada,39.4667,141.95,278.31,77,12,2.87,JP,1679252703
528,upata,8.0086,-62.3989,306.84,24,61,3.74,VE,1679252704
529,freeport,40.6576,-73.5832,278.41,33,0,8.75,US,1679252705
530,teixoso,40.3145,-7.4576,286.35,68,31,1.77,PT,1679252706
531,praya,14.9215,-23.5087,299.45,50,0,4.12,CV,1679252707
532,petropavlovsk-kamchatskiy,53.0452,158.6483,262.48,79,20,2.0,RU,1679252707
533,kenai,60.5544,-151.2583,274.18,64,75,3.6,US,1679252708
534,ninotsminda,41.2646,43.5916,275.45,94,100,2.53,GE,1679252709
535,truro,50.2653,-5.0544,283.06,80,75,4.63,GB,1679252710
536,baruun-urt,46.6806,113.2792,270.78,38,0,4.18,MN,1679252711
537,sioux lookout,50.1001,-91.917,267.19,49,75,3.09,CA,1679252711
538,zabol,32.25,67.25,284.9,43,0,5.03,AF,1679252713
539,casablanca,33.5928,-7.6192,290.34,72,0,4.12,MA,1679252714
540,christchurch,-43.5333,172.6333,286.71,88,20,2.06,NZ,1679252472
541,kez,57.8979,53.7152,269.25,94,100,3.2,RU,1679252716
542,tromso,69.6496,18.957,271.16,64,0,1.54,NO,1679252717
543,talcahuano,-36.7167,-73.1167,295.97,49,0,6.69,CL,1679252717
544,daru,-9.0763,143.2092,299.35,84,100,2.43,PG,1679252718
